1	838	1	3	14
1	2001	1	3	23
1	2016	1	3	6
1	1516	1	1	21
1	400	1	3	26
1	646	1	3	27
1	1117	3	1	10
1	636	3	2	23
1	2246	3	2	23
1	1341	3	2	2
1	1450	1	2	16
1	572	1	1	22
1	1442	3	2	21
1	1692	3	3	12
1	1651	2	3	10
1	291	2	3	2
1	1403	3	1	4
1	2106	2	3	5
1	1558	3	2	2
1	1867	1	1	25
1	1667	1	3	9
1	1766	3	1	7
1	1392	1	1	27
1	137	2	2	15
1	694	2	2	1
1	832	1	1	7
1	1709	1	2	22
1	2380	2	1	27
1	1253	3	2	2
1	794	3	3	6
1	1637	1	3	11
1	436	1	1	8
1	2059	3	3	21
1	1911	1	1	24
1	611	3	3	14
1	1390	1	2	10
1	687	1	1	22
1	2001	2	2	28
1	261	1	1	24
1	709	3	1	12
1	1709	3	3	27
1	2143	2	2	15
1	726	2	2	23
1	2399	2	2	23
1	1342	1	3	23
1	1550	2	3	28
1	2391	1	3	20
1	2091	1	2	22
1	1447	2	3	20
1	1686	1	1	22
1	1131	3	2	12
1	2488	3	3	21
1	1569	3	3	1
1	616	3	3	23
1	842	3	2	10
1	2361	3	1	9
1	134	3	3	18
1	157	2	1	2
1	2091	1	2	27
1	610	2	3	10
1	2406	1	3	12
1	759	3	1	20
1	1724	2	3	4
1	2240	2	1	22
1	2132	2	2	6
1	619	1	2	26
1	243	2	2	26
1	1992	1	1	5
1	1804	1	3	4
1	174	3	1	8
1	947	2	2	9
1	2034	2	3	6
1	1203	3	3	3
1	2381	1	1	2
1	1394	1	2	1
1	1774	1	2	14
1	1649	1	1	2
1	258	1	3	17
1	1609	2	1	19
1	2092	1	1	13
1	1716	2	1	29
1	1725	1	2	22
1	1605	2	3	10
1	1754	1	1	15
1	613	2	1	20
1	1535	2	1	19
1	1698	1	3	24
1	845	3	2	4
1	902	2	3	18
1	184	3	2	16
1	1895	1	2	16
1	1832	1	1	3
1	1930	2	1	2
1	847	2	1	14
1	107	2	2	30
1	2191	1	1	3
1	631	3	3	9
1	733	2	1	14
1	235	1	1	11
1	861	1	3	23
1	879	3	1	14
1	2129	2	1	9
1	1308	3	3	1
1	911	3	2	3
1	2016	2	1	5
1	1914	3	2	27
1	2178	1	2	25
1	462	1	1	8
1	933	2	1	12
1	133	1	2	16
1	514	2	1	11
1	2058	1	3	17
1	1691	1	2	7
1	596	1	1	25
1	1626	2	2	2
1	610	1	3	12
1	985	1	2	13
1	688	1	3	29
1	857	2	3	17
1	290	1	3	21
1	1755	1	1	2
1	1924	2	3	10
1	1760	1	2	3
1	2335	1	2	4
1	2284	2	3	20
1	197	3	2	30
1	320	3	3	30
1	1877	2	1	11
1	2272	2	1	21
1	236	2	3	19
1	2319	2	1	3
1	1068	3	2	13
1	1076	3	1	25
1	2442	3	3	20
1	831	2	2	1
1	700	1	2	12
1	2006	3	1	24
1	2199	1	1	13
